age,workclass,education,maritalstatus,occupation,workhours,income
23,Private,11th,Married,Other,40,Below-50K
33,Private,High-school,Separated,Machinary,40,Below-50K
51,State-gov,Bachelors,Married,Management,35,Above-50K
64,Private,Bachelors,Single,Sales,40,Below-50K
35,Private,College,Single,Management,50,Below-50K
69,Self-emp,10th,Separated,Algriculture,45,Below-50K
32,Private,Bachelors,Married,Management,48,Above-50K
20,Private,College,Single,Other,40,Below-50K
66,Self-emp,High-school,Married,Transportation,50,Above-50K
31,Private,College,Single,Craft-repair,40,Below-50K
22,Private,College,Single,Other,24,Below-50K
32,Private,Prof-school,Single,Specilist,40,Below-50K
23,Private,Associate,Single,Sales,40,Below-50K
21,Private,College,Single,Administrative,40,Below-50K
36,Private,High-school,Married,Other,2,Below-50K
62,Local-gov,7th-8th,Married,Craft-repair,40,Below-50K
24,Private,High-school,Single,Clearning,40,Below-50K
45,Private,College,Married,Transportation,50,Above-50K
27,Private,11th,Married,Clearning,40,Below-50K
38,Private,Prof-school,Married,Specilist,90,Above-50K
20,Missing,College,Single,Missing,5,Below-50K
30,Private,College,Married,Machinary,30,Below-50K
17,Missing,10th,Single,Missing,20,Below-50K
17,Missing,11th,Single,Missing,8,Below-50K
21,Self-emp,Associate,Married,Algriculture,40,Below-50K
56,Self-emp,High-school,Married,Sales,40,Below-50K
59,Local-gov,Masters,Widowed,Specilist,60,Above-50K
37,Self-emp,College,Divorced,Management,40,Below-50K
52,Private,College,Divorced,Management,40,Below-50K
50,Federal-gov,College,Married,Management,40,Above-50K
55,Private,Bachelors,Married,Management,60,Above-50K
55,Private,Bachelors,Married,Specilist,40,Above-50K
45,Missing,High-school,Divorced,Missing,40,Below-50K
72,Private,College,Married,Specilist,20,Below-50K
39,Private,College,Divorced,Management,40,Below-50K
28,Private,12th,Divorced,Machinary,40,Below-50K
38,Private,Bachelors,Divorced,Tech-support,40,Below-50K
44,Private,College,Separated,Craft-repair,55,Below-50K
51,Self-emp,High-school,Single,Sales,40,Below-50K
20,Private,College,Single,Other,36,Below-50K
25,Private,College,Single,Transportation,45,Below-50K
52,Private,College,Divorced,Sales,20,Above-50K
45,Private,High-school,Widowed,Craft-repair,40,Below-50K
17,Private,11th,Single,Administrative,12,Below-50K
20,Private,High-school,Single,Other,15,Below-50K
64,Local-gov,Masters,Married,Specilist,25,Below-50K
34,Private,High-school,Married,Administrative,40,Below-50K
74,Self-emp,College,Married,Management,4,Below-50K
58,Federal-gov,11th,Divorced,Craft-repair,40,Above-50K
44,Private,Masters,Married,Specilist,40,Above-50K
23,State-gov,Associate,Single,Administrative,25,Below-50K
23,Private,High-school,Single,Clearning,50,Below-50K
27,Private,Associate,Single,Tech-support,36,Below-50K
34,Private,Bachelors,Married,Sales,45,Above-50K
18,Private,High-school,Single,Sales,24,Below-50K
33,Private,11th,Single,Sales,17,Below-50K
50,Self-emp,College,Married,Craft-repair,48,Below-50K
47,Private,High-school,Divorced,Sales,50,Below-50K
50,Self-emp,Prof-school,Married,Specilist,55,Above-50K
18,Private,11th,Single,Sales,15,Below-50K
49,Local-gov,Prof-school,Married,Specilist,60,Above-50K
34,Private,College,Married,Clearning,50,Below-50K
51,Private,Masters,Married,Specilist,45,Above-50K
56,State-gov,College,Married,Management,40,Above-50K
64,Private,High-school,Widowed,Administrative,8,Below-50K
23,Private,College,Single,Algriculture,50,Below-50K
33,Private,College,Married,Transportation,40,Below-50K
43,Private,Masters,Married,Management,45,Below-50K
60,Federal-gov,High-school,Divorced,Management,40,Above-50K
57,State-gov,12th,Divorced,Other,40,Below-50K
22,Private,Bachelors,Single,Sales,45,Below-50K
23,Private,Bachelors,Single,Machinary,40,Below-50K
54,Private,College,Married,Sales,50,Above-50K
39,Federal-gov,High-school,Married,Administrative,52,Above-50K
32,Self-emp,Masters,Single,Specilist,40,Below-50K
20,Private,College,Single,Tech-support,15,Below-50K
30,Private,College,Single,Management,52,Below-50K
56,Self-emp,High-school,Married,Algriculture,45,Below-50K
34,Private,High-school,Married,Clearning,40,Below-50K
32,Private,High-school,Single,Craft-repair,40,Below-50K
59,Private,Masters,Married,Specilist,50,Above-50K
19,Private,College,Single,Specilist,11,Below-50K
60,Missing,9th,Widowed,Missing,40,Below-50K
29,Private,High-school,Married,Clearning,42,Below-50K
24,Private,College,Married,Craft-repair,60,Below-50K
41,State-gov,Masters,Divorced,Specilist,35,Below-50K
23,Private,7th-8th,Married,Clearning,30,Below-50K
32,Private,High-school,Married,Sales,50,Above-50K
51,Self-emp,High-school,Single,Sales,40,Below-50K
18,Private,High-school,Single,Sales,10,Below-50K
28,Private,College,Single,Management,40,Below-50K
33,Missing,College,Married,Missing,40,Above-50K
38,Private,High-school,Separated,Transportation,30,Below-50K
29,Private,Bachelors,Single,Specilist,50,Below-50K
25,Private,High-school,Married,Transportation,45,Below-50K
31,Private,Prof-school,Single,Tech-support,55,Below-50K
34,Private,Bachelors,Separated,Administrative,25,Below-50K
34,Private,High-school,Married,Management,45,Above-50K
66,State-gov,High-school,Married,Management,40,Above-50K
41,Private,5th-6th,Married,Clearning,40,Below-50K
62,Private,7th-8th,Married,Specilist,20,Below-50K
58,Private,High-school,Married,Craft-repair,40,Below-50K
40,Private,High-school,Separated,Management,40,Below-50K
24,Private,Bachelors,Single,Management,40,Below-50K
47,Private,High-school,Married,Management,40,Above-50K
19,Private,High-school,Single,Other,25,Below-50K
32,Private,College,Married,Craft-repair,45,Below-50K
51,State-gov,College,Divorced,Administrative,40,Below-50K
25,Private,9th,Married,Transportation,45,Below-50K
60,Missing,Masters,Married,Missing,40,Below-50K
22,Private,College,Single,Transportation,40,Below-50K
29,Private,Bachelors,Married,Management,50,Above-50K
20,Private,High-school,Married,Sales,40,Below-50K
42,Private,7th-8th,Divorced,Craft-repair,40,Below-50K
18,Private,High-school,Single,Machinary,20,Below-50K
23,Private,10th,Married,Machinary,40,Below-50K
28,Private,Bachelors,Married,Administrative,40,Above-50K
55,Private,Bachelors,Divorced,Specilist,40,Above-50K
40,Private,High-school,Divorced,Machinary,40,Below-50K
52,Private,College,Divorced,Sales,50,Below-50K
37,Private,High-school,Divorced,Machinary,40,Above-50K
21,Private,College,Single,Sales,22,Below-50K
35,Private,Associate,Single,Other,60,Below-50K
45,Private,College,Divorced,Machinary,48,Below-50K
39,Private,High-school,Divorced,Administrative,40,Below-50K
54,Private,High-school,Married,Craft-repair,44,Below-50K
42,Private,7th-8th,Divorced,Sales,40,Below-50K
26,Missing,College,Married,Missing,20,Below-50K
59,Self-emp,Associate,Married,Craft-repair,40,Below-50K
42,Private,High-school,Married,Sales,40,Above-50K
22,Private,College,Single,Security,20,Below-50K
33,Private,Bachelors,Single,Specilist,40,Below-50K
39,Private,College,Married,Machinary,40,Above-50K
18,Self-emp,11th,Single,Algriculture,70,Below-50K
46,Private,College,Married,Sales,60,Above-50K
24,Private,Bachelors,Single,Other,40,Below-50K
28,Private,Associate,Married,Clearning,30,Below-50K
21,State-gov,High-school,Single,Administrative,43,Below-50K
22,Private,11th,Single,Craft-repair,30,Below-50K
61,Private,5th-6th,Married,Clearning,40,Above-50K
56,Federal-gov,College,Married,Administrative,40,Below-50K
21,Private,College,Single,Sales,20,Below-50K
17,Private,10th,Single,Clearning,26,Below-50K
29,Private,College,Married,Clearning,40,Above-50K
28,Local-gov,High-school,Married,Security,40,Above-50K
62,Private,High-school,Widowed,Administrative,38,Below-50K
39,Private,High-school,Separated,Machinary,40,Below-50K
30,Local-gov,High-school,Single,Security,40,Below-50K
20,Missing,11th,Single,Missing,40,Below-50K
18,Local-gov,11th,Single,Administrative,12,Below-50K
54,Private,High-school,Single,Clearning,40,Below-50K
49,Private,College,Married,Transportation,40,Above-50K
33,State-gov,Doctorate,Married,Specilist,50,Below-50K
50,Private,Bachelors,Married,Sales,40,Above-50K
57,Private,High-school,Married,Other,78,Below-50K
50,State-gov,High-school,Divorced,Administrative,40,Below-50K
45,Private,Bachelors,Married,Management,40,Above-50K
41,Private,College,Married,Management,40,Above-50K
23,Private,High-school,Married,Machinary,48,Below-50K
23,Private,Bachelors,Single,Sales,40,Below-50K
47,Private,High-school,Married,Administrative,40,Below-50K
39,Self-emp,Bachelors,Married,Management,50,Below-50K
29,Private,Associate,Married,Machinary,48,Above-50K
46,Private,High-school,Married,Machinary,40,Below-50K
18,Private,5th-6th,Single,Clearning,40,Below-50K
68,Private,7th-8th,Married,Craft-repair,40,Below-50K
62,Private,Associate,Married,Tech-support,40,Above-50K
43,Private,Associate,Married,Tech-support,40,Below-50K
35,Private,High-school,Married,Craft-repair,40,Below-50K
21,Private,High-school,Single,Administrative,40,Below-50K
21,State-gov,College,Single,Clearning,40,Below-50K
41,Local-gov,Associate,Divorced,Craft-repair,45,Below-50K
61,Private,High-school,Married,Transportation,40,Below-50K
24,Private,High-school,Single,Craft-repair,50,Below-50K
21,Private,High-school,Single,Security,40,Below-50K
36,State-gov,5th-6th,Married,Other,40,Below-50K
37,Local-gov,Associate,Single,Security,40,Below-50K
69,Private,12th,Married,Transportation,60,Above-50K
49,Federal-gov,College,Divorced,Management,50,Below-50K
55,Private,High-school,Married,Algriculture,53,Above-50K
21,Private,High-school,Married,Machinary,40,Below-50K
18,Private,10th,Single,Other,40,Below-50K
26,Private,High-school,Married,Specilist,40,Below-50K
20,Missing,College,Single,Missing,18,Below-50K
46,Private,High-school,Married,Algriculture,55,Below-50K
23,Private,10th,Single,Craft-repair,40,Below-50K
48,Private,High-school,Married,Craft-repair,40,Above-50K
36,Private,High-school,Married,Craft-repair,48,Above-50K
42,State-gov,Masters,Divorced,Specilist,40,Below-50K
41,Local-gov,Masters,Married,Specilist,38,Above-50K
45,Private,Associate,Widowed,Sales,40,Below-50K
52,Private,High-school,Divorced,Craft-repair,40,Below-50K
22,Local-gov,Bachelors,Single,Specilist,18,Below-50K
20,Private,College,Single,Machinary,40,Below-50K
27,Private,High-school,Separated,Machinary,43,Below-50K
36,Private,High-school,Divorced,Management,40,Below-50K
34,Private,High-school,Married,Transportation,52,Below-50K
38,Private,Masters,Married,Specilist,50,Above-50K
20,Missing,College,Single,Missing,40,Below-50K
47,Private,High-school,Divorced,Sales,45,Below-50K
21,Private,High-school,Married,Craft-repair,50,Below-50K
33,Private,High-school,Single,Transportation,40,Below-50K
31,Local-gov,Associate,Single,Security,40,Below-50K
61,Private,12th,Married,Craft-repair,40,Below-50K
46,Private,10th,Married,Clearning,45,Below-50K
55,Local-gov,Masters,Married,Specilist,40,Above-50K
19,State-gov,College,Single,Specilist,40,Below-50K
39,Private,High-school,Married,Machinary,40,Above-50K
61,Private,High-school,Married,Other,40,Below-50K
28,Private,College,Married,Clearning,40,Below-50K
28,Private,10th,Married,Transportation,40,Below-50K
61,Missing,High-school,Married,Missing,38,Above-50K
61,Private,High-school,Married,Craft-repair,37,Below-50K
54,Private,College,Married,Sales,40,Below-50K
50,Self-emp,College,Married,Machinary,70,Below-50K
37,Local-gov,Masters,Married,Specilist,45,Above-50K
17,Missing,11th,Single,Missing,30,Below-50K
56,Private,High-school,Married,Sales,4,Below-50K
31,Private,Bachelors,Divorced,Management,50,Above-50K
32,State-gov,Bachelors,Married,Management,55,Above-50K
28,Private,11th,Divorced,Other,40,Below-50K
34,Private,Associate,Married,Tech-support,40,Below-50K
33,Private,10th,Single,Other,25,Below-50K
42,Private,Associate,Divorced,Administrative,35,Below-50K
64,Private,Associate,Married,Craft-repair,48,Below-50K
29,Private,College,Married,Clearning,20,Below-50K
41,Missing,5th-6th,Married,Missing,32,Below-50K
45,Private,College,Married,Transportation,40,Below-50K
48,Private,Masters,Married,Specilist,45,Above-50K
44,Private,College,Separated,Tech-support,38,Below-50K
34,Federal-gov,College,Single,Administrative,40,Below-50K
40,Private,High-school,Single,Machinary,45,Below-50K
45,Private,High-school,Married,Craft-repair,40,Below-50K
23,Private,College,Single,Other,20,Below-50K
51,Private,Bachelors,Married,Specilist,55,Above-50K
24,Private,High-school,Married,Craft-repair,50,Below-50K
57,Private,Bachelors,Widowed,Specilist,40,Above-50K
23,Private,College,Single,Administrative,40,Below-50K
34,Private,College,Married,Algriculture,40,Above-50K
36,Private,High-school,Divorced,Machinary,40,Below-50K
56,Self-emp,Prof-school,Married,Specilist,32,Above-50K
42,Private,High-school,Divorced,Management,40,Below-50K
45,Self-emp,Bachelors,Married,Management,60,Below-50K
38,Private,Bachelors,Married,Specilist,70,Above-50K
29,Local-gov,Associate,Married,Security,40,Above-50K
54,Private,Bachelors,Divorced,Specilist,40,Below-50K
40,Private,High-school,Married,Machinary,40,Above-50K
29,Private,High-school,Married,Transportation,40,Below-50K
35,Federal-gov,Bachelors,Single,Management,40,Below-50K
47,Private,High-school,Separated,Management,37,Below-50K
51,Private,Associate,Single,Management,43,Below-50K
28,Private,High-school,Single,Other,40,Below-50K
58,Private,High-school,Married,Machinary,45,Above-50K
24,Private,High-school,Single,Machinary,25,Below-50K
46,State-gov,High-school,Divorced,Management,40,Below-50K
57,Private,10th,Married,Machinary,48,Below-50K
22,Private,High-school,Single,Clearning,20,Below-50K
28,Private,Bachelors,Single,Tech-support,30,Below-50K
17,Missing,10th,Single,Missing,25,Below-50K
23,Private,High-school,Single,Sales,60,Below-50K
19,Private,High-school,Single,Clearning,40,Below-50K
66,State-gov,High-school,Widowed,Specilist,35,Below-50K
38,Private,College,Married,Management,55,Below-50K
39,Federal-gov,College,Divorced,Management,40,Below-50K
39,Missing,12th,Married,Missing,40,Below-50K
47,Private,High-school,Married,Machinary,40,Above-50K
39,Private,High-school,Divorced,Transportation,60,Below-50K
22,Private,College,Single,Transportation,40,Below-50K
36,Private,High-school,Single,Craft-repair,30,Below-50K
32,Private,College,Married,Machinary,40,Below-50K
29,Missing,High-school,Single,Missing,40,Below-50K
43,Local-gov,Bachelors,Single,Specilist,40,Below-50K
51,Private,High-school,Married,Craft-repair,40,Below-50K
42,Private,5th-6th,Married,Craft-repair,60,Below-50K
32,State-gov,12th,Single,Administrative,40,Below-50K
34,Private,College,Single,Administrative,40,Below-50K
51,Private,Associate,Married,Craft-repair,57,Below-50K
38,Private,Bachelors,Married,Sales,44,Below-50K
21,Private,High-school,Single,Clearning,20,Below-50K
33,Self-emp,Bachelors,Single,Other,15,Below-50K
34,Private,High-school,Married,Craft-repair,40,Below-50K
32,Private,High-school,Married,Management,40,Below-50K
38,Missing,Associate,Single,Missing,15,Below-50K
27,Self-emp,High-school,Married,Other,60,Above-50K
35,Self-emp,College,Married,Sales,50,Above-50K
29,State-gov,Bachelors,Single,Specilist,50,Below-50K
40,Private,High-school,Married,Craft-repair,40,Below-50K
46,Private,7th-8th,Married,Algriculture,30,Below-50K
37,Private,High-school,Single,Other,30,Below-50K
38,Self-emp,High-school,Married,Craft-repair,25,Below-50K
37,Private,College,Married,Management,60,Above-50K
44,Private,Bachelors,Married,Specilist,45,Above-50K
25,Private,Masters,Single,Specilist,30,Below-50K
38,Private,High-school,Single,Sales,42,Below-50K
34,Local-gov,Associate,Divorced,Administrative,10,Below-50K
50,Self-emp,High-school,Married,Sales,60,Above-50K
46,Private,College,Married,Management,50,Above-50K
20,Private,5th-6th,Single,Clearning,30,Below-50K
47,State-gov,Associate,Married,Management,38,Above-50K
46,Private,Doctorate,Married,Specilist,60,Above-50K
34,Private,Associate,Divorced,Sales,40,Below-50K
61,Private,High-school,Married,Transportation,40,Below-50K
55,State-gov,College,Divorced,Specilist,37,Below-50K
36,Private,High-school,Single,Transportation,35,Below-50K
28,Private,College,Single,Management,40,Above-50K
22,Private,High-school,Single,Other,40,Below-50K
34,Private,College,Single,Sales,35,Below-50K
33,Private,College,Single,Machinary,40,Below-50K
27,Private,High-school,Single,Other,32,Below-50K
43,Federal-gov,Masters,Married,Clearning,12,Below-50K
55,Private,10th,Married,Craft-repair,40,Above-50K
39,Self-emp,10th,Separated,Other,15,Below-50K
20,Private,College,Single,Other,33,Below-50K
38,Private,High-school,Single,Clearning,40,Below-50K
30,Private,College,Single,Craft-repair,40,Below-50K
21,Private,11th,Single,Other,42,Below-50K
